As of,Rank,Year to Date Rank,Last Week Rank,Title,Type,Netflix Exclusive,Netflix Release Date,Days In Top 10,Viewership Score,tconst,imdb_title,genres,averageRating,numVotes
2022-02-18,8,6,2,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",21,165,tt14169960,All of Us Are Dead,"Action,Drama,Fantasy",7.6,85526
2022-02-18,9,7,-,Blackhat,Movie,,"Feb 16, 2022",2,6,tt2717822,Blackhat,"Action,Crime,Thriller",5.5,66871
2022-02-18,10,9,7,Despicable Me 2,Movie,,"Feb 1, 2022",17,63,tt1690953,Despicable Me 2,"Adventure,Animation,Comedy",7.3,452479
2022-02-19,1,1,1,Inventing Anna,TV Show,Yes,"Feb 11, 2022",8,80,tt8740976,Inventing Anna,Drama,6.9,88880
2022-02-19,2,2,3,Love is Blind,TV Show,Yes,"Feb 13, 2020",26,162,tt11704040,Love Is Blind,"Reality-TV,Romance",6.2,13125
2022-02-19,3,-,-,Texas Chainsaw Massacre,Movie,Yes,"Feb 18, 2022",1,8,tt11755740,Texas Chainsaw Massacre,"Crime,Horror,Thriller",4.7,68754
2022-02-19,4,3,2,Sweet Magnolias,TV Show,Yes,"May 19, 2020",34,277,tt9077540,Sweet Magnolias,"Drama,Romance",7.3,27514
2022-02-19,5,-,-,The Cuphead Show,TV Show,Yes,"Feb 18, 2022",1,6,,,,,
2022-02-19,6,-,-,Space Force,TV Show,Yes,"May 29, 2020",26,188,tt9612516,Space Force,Comedy,6.7,74807
2022-02-19,7,4,-,jeen-yuhs: A Kanye Trilogy,TV Show,Yes,"Feb 16, 2022",3,18,tt14599438,Jeen-yuhs: A Kanye Trilogy,"Documentary,Music",8.0,12166
2022-02-19,8,5,6,Ozark,TV Show,Yes,"Jul 21, 2017",79,495,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-02-19,9,8,5,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",22,167,tt14169960,All of Us Are Dead,"Action,Drama,Fantasy",7.6,85526
2022-02-19,10,10,8,Despicable Me 2,Movie,,"Feb 1, 2022",18,64,tt1690953,Despicable Me 2,"Adventure,Animation,Comedy",7.3,452479
2022-02-20,1,1,1,Inventing Anna,TV Show,Yes,"Feb 11, 2022",9,90,tt8740976,Inventing Anna,Drama,6.9,88880
2022-02-20,2,2,2,Love is Blind,TV Show,Yes,"Feb 13, 2020",27,171,tt11704040,Love Is Blind,"Reality-TV,Romance",6.2,13125
2022-02-20,3,3,-,Texas Chainsaw Massacre,Movie,Yes,"Feb 18, 2022",2,16,tt11755740,Texas Chainsaw Massacre,"Crime,Horror,Thriller",4.7,68754
2022-02-20,4,4,3,Sweet Magnolias,TV Show,Yes,"May 19, 2020",35,284,tt9077540,Sweet Magnolias,"Drama,Romance",7.3,27514
2022-02-20,5,5,-,The Cuphead Show,TV Show,Yes,"Feb 18, 2022",2,12,,,,,
2022-02-20,6,6,-,Space Force,TV Show,Yes,"May 29, 2020",27,193,tt9612516,Space Force,Comedy,6.7,74807
2022-02-20,7,8,6,Ozark,TV Show,Yes,"Jul 21, 2017",80,499,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-02-20,8,9,5,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",23,170,tt14169960,All of Us Are Dead,"Action,Drama,Fantasy",7.6,85526
2022-02-20,9,-,-,Blackhat,Movie,,"Feb 16, 2022",3,8,tt2717822,Blackhat,"Action,Crime,Thriller",5.5,66871
2022-02-20,10,10,8,Despicable Me 2,Movie,,"Feb 1, 2022",19,65,tt1690953,Despicable Me 2,"Adventure,Animation,Comedy",7.3,452479
2022-02-21,1,1,1,Inventing Anna,TV Show,Yes,"Feb 11, 2022",10,100,tt8740976,Inventing Anna,Drama,6.9,88880
2022-02-21,2,2,2,Love is Blind,TV Show,Yes,"Feb 13, 2020",28,180,tt11704040,Love Is Blind,"Reality-TV,Romance",6.2,13125
2022-02-21,3,3,-,Texas Chainsaw Massacre,Movie,Yes,"Feb 18, 2022",3,24,tt11755740,Texas Chainsaw Massacre,"Crime,Horror,Thriller",4.7,68754
2022-02-21,4,4,3,Sweet Magnolias,TV Show,Yes,"May 19, 2020",36,291,tt9077540,Sweet Magnolias,"Drama,Romance",7.3,27514
2022-02-21,5,6,-,Space Force,TV Show,Yes,"May 29, 2020",28,199,tt9612516,Space Force,Comedy,6.7,74807
2022-02-21,6,5,-,The Cuphead Show,TV Show,Yes,"Feb 18, 2022",3,17,,,,,
2022-02-21,7,7,7,Ozark,TV Show,Yes,"Jul 21, 2017",81,503,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-02-21,8,9,-,Blackhat,Movie,,"Feb 16, 2022",4,11,tt2717822,Blackhat,"Action,Crime,Thriller",5.5,66871
2022-02-21,9,8,4,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",24,172,tt14169960,All of Us Are Dead,"Action,Drama,Fantasy",7.6,85526
2022-02-21,10,-,-,St. Vincent,Movie,,"Aug 10, 2016",4,9,tt2170593,St. Vincent,"Comedy,Drama",7.2,112434
2022-02-22,1,1,1,Inventing Anna,TV Show,Yes,"Feb 11, 2022",11,110,tt8740976,Inventing Anna,Drama,6.9,88880
2022-02-22,2,2,2,Love is Blind,TV Show,Yes,"Feb 13, 2020",29,189,tt11704040,Love Is Blind,"Reality-TV,Romance",6.2,13125
2022-02-22,3,4,3,Sweet Magnolias,TV Show,Yes,"May 19, 2020",37,299,tt9077540,Sweet Magnolias,"Drama,Romance",7.3,27514
2022-02-22,4,3,-,Texas Chainsaw Massacre,Movie,Yes,"Feb 18, 2022",4,31,tt11755740,Texas Chainsaw Massacre,"Crime,Horror,Thriller",4.7,68754
2022-02-22,5,6,-,The Cuphead Show,TV Show,Yes,"Feb 18, 2022",4,23,,,,,
2022-02-22,6,5,-,Space Force,TV Show,Yes,"May 29, 2020",29,204,tt9612516,Space Force,Comedy,6.7,74807
2022-02-22,7,9,4,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",25,176,tt14169960,All of Us Are Dead,"Action,Drama,Fantasy",7.6,85526
2022-02-22,8,7,5,Ozark,TV Show,Yes,"Jul 21, 2017",82,506,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-02-22,9,-,7,Despicable Me 2,Movie,,"Feb 1, 2022",20,67,tt1690953,Despicable Me 2,"Adventure,Animation,Comedy",7.3,452479
2022-02-22,10,10,-,St. Vincent,Movie,,"Aug 10, 2016",5,10,tt2170593,St. Vincent,"Comedy,Drama",7.2,112434
2022-02-23,1,1,1,Inventing Anna,TV Show,Yes,"Feb 11, 2022",12,120,tt8740976,Inventing Anna,Drama,6.9,88880
2022-02-23,2,2,2,Love is Blind,TV Show,Yes,"Feb 13, 2020",30,198,tt11704040,Love Is Blind,"Reality-TV,Romance",6.2,13125
2022-02-23,3,3,3,Sweet Magnolias,TV Show,Yes,"May 19, 2020",38,307,tt9077540,Sweet Magnolias,"Drama,Romance",7.3,27514
2022-02-23,4,4,-,Texas Chainsaw Massacre,Movie,Yes,"Feb 18, 2022",5,38,tt11755740,Texas Chainsaw Massacre,"Crime,Horror,Thriller",4.7,68754
2022-02-23,5,8,5,Ozark,TV Show,Yes,"Jul 21, 2017",83,512,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-02-23,6,6,-,Space Force,TV Show,Yes,"May 29, 2020",30,209,tt9612516,Space Force,Comedy,6.7,74807
2022-02-23,7,5,-,The Cuphead Show,TV Show,Yes,"Feb 18, 2022",5,27,,,,,
2022-02-23,8,7,4,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",26,179,tt14169960,All of Us Are Dead,"Action,Drama,Fantasy",7.6,85526
2022-02-23,9,9,7,Despicable Me 2,Movie,,"Feb 1, 2022",21,69,tt1690953,Despicable Me 2,"Adventure,Animation,Comedy",7.3,452479
2022-02-23,10,10,10,St. Vincent,Movie,,"Aug 10, 2016",6,11,tt2170593,St. Vincent,"Comedy,Drama",7.2,112434
2022-02-24,1,1,1,Inventing Anna,TV Show,Yes,"Feb 11, 2022",13,130,tt8740976,Inventing Anna,Drama,6.9,88880
2022-02-24,2,2,2,Love is Blind,TV Show,Yes,"Feb 13, 2020",31,207,tt11704040,Love Is Blind,"Reality-TV,Romance",6.2,13125
2022-02-24,3,-,4,jeen-yuhs: A Kanye Trilogy,TV Show,Yes,"Feb 16, 2022",4,26,tt14599438,Jeen-yuhs: A Kanye Trilogy,"Documentary,Music",8.0,12166
2022-02-24,4,3,3,Sweet Magnolias,TV Show,Yes,"May 19, 2020",39,314,tt9077540,Sweet Magnolias,"Drama,Romance",7.3,27514
2022-02-24,5,5,5,Ozark,TV Show,Yes,"Jul 21, 2017",84,518,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-02-24,6,8,6,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",27,184,tt14169960,All of Us Are Dead,"Action,Drama,Fantasy",7.6,85526
2022-02-24,7,7,-,The Cuphead Show,TV Show,Yes,"Feb 18, 2022",6,31,,,,,
2022-02-24,8,6,-,Space Force,TV Show,Yes,"May 29, 2020",31,212,tt9612516,Space Force,Comedy,6.7,74807
2022-02-24,9,9,9,Despicable Me 2,Movie,,"Feb 1, 2022",22,71,tt1690953,Despicable Me 2,"Adventure,Animation,Comedy",7.3,452479
2022-02-24,10,4,-,Texas Chainsaw Massacre,Movie,Yes,"Feb 18, 2022",6,39,tt11755740,Texas Chainsaw Massacre,"Crime,Horror,Thriller",4.7,68754
2022-02-25,1,1,1,Inventing Anna,TV Show,Yes,"Feb 11, 2022",14,140,tt8740976,Inventing Anna,Drama,6.9,88880
2022-02-25,2,2,2,Love is Blind,TV Show,Yes,"Feb 13, 2020",32,216,tt11704040,Love Is Blind,"Reality-TV,Romance",6.2,13125
2022-02-25,3,3,4,jeen-yuhs: A Kanye Trilogy,TV Show,Yes,"Feb 16, 2022",5,34,tt14599438,Jeen-yuhs: A Kanye Trilogy,"Documentary,Music",8.0,12166
2022-02-25,4,4,3,Sweet Magnolias,TV Show,Yes,"May 19, 2020",40,321,tt9077540,Sweet Magnolias,"Drama,Romance",7.3,27514
2022-02-25,5,5,5,Ozark,TV Show,Yes,"Jul 21, 2017",85,524,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-02-25,6,9,10,Despicable Me 2,Movie,,"Feb 1, 2022",23,76,tt1690953,Despicable Me 2,"Adventure,Animation,Comedy",7.3,452479
2022-02-25,7,6,8,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",28,188,tt14169960,All of Us Are Dead,"Action,Drama,Fantasy",7.6,85526
2022-02-25,8,7,-,The Cuphead Show,TV Show,Yes,"Feb 18, 2022",7,34,,,,,
2022-02-25,9,8,-,Space Force,TV Show,Yes,"May 29, 2020",32,214,tt9612516,Space Force,Comedy,6.7,74807
2022-02-25,10,-,-,Cocomelon,TV Show,,"Jun 1, 2020",427,1472,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2022-02-26,1,-,-,Tyler Perryâs A Madea Homec…,Movie,Yes,"Feb 25, 2022",1,10,,,,,
2022-02-26,2,2,2,Love is Blind,TV Show,Yes,"Feb 13, 2020",33,225,tt11704040,Love Is Blind,"Reality-TV,Romance",6.2,13125
2022-02-26,3,1,1,Inventing Anna,TV Show,Yes,"Feb 11, 2022",15,148,tt8740976,Inventing Anna,Drama,6.9,88880
2022-02-26,4,-,-,Vikings: Valhalla,TV Show,Yes,"Feb 25, 2022",1,7,tt11311302,Vikings: Valhalla,"Action,Adventure,Drama",7.4,69319
2022-02-26,5,3,7,jeen-yuhs: A Kanye Trilogy,TV Show,Yes,"Feb 16, 2022",6,40,tt14599438,Jeen-yuhs: A Kanye Trilogy,"Documentary,Music",8.0,12166
2022-02-26,6,4,4,Sweet Magnolias,TV Show,Yes,"May 19, 2020",41,326,tt9077540,Sweet Magnolias,"Drama,Romance",7.3,27514
2022-02-26,7,6,10,Despicable Me 2,Movie,,"Feb 1, 2022",24,80,tt1690953,Despicable Me 2,"Adventure,Animation,Comedy",7.3,452479
2022-02-26,8,5,8,Ozark,TV Show,Yes,"Jul 21, 2017",86,527,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-02-26,9,8,5,The Cuphead Show,TV Show,Yes,"Feb 18, 2022",8,36,,,,,
2022-02-26,10,7,9,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",29,189,tt14169960,All of Us Are Dead,"Action,Drama,Fantasy",7.6,85526
2022-02-27,1,1,-,Tyler Perryâs A Madea Homec…,Movie,Yes,"Feb 25, 2022",2,20,,,,,
2022-02-27,2,4,-,Vikings: Valhalla,TV Show,Yes,"Feb 25, 2022",2,16,tt11311302,Vikings: Valhalla,"Action,Adventure,Drama",7.4,69319
2022-02-27,3,3,1,Inventing Anna,TV Show,Yes,"Feb 11, 2022",16,156,tt8740976,Inventing Anna,Drama,6.9,88880
2022-02-27,4,2,2,Love is Blind,TV Show,Yes,"Feb 13, 2020",34,232,tt11704040,Love Is Blind,"Reality-TV,Romance",6.2,13125
2022-02-27,5,6,4,Sweet Magnolias,TV Show,Yes,"May 19, 2020",42,332,tt9077540,Sweet Magnolias,"Drama,Romance",7.3,27514
2022-02-27,6,-,-,Restless,Movie,Yes,"Feb 25, 2022",1,5,tt1498569,Restless,"Drama,Romance",6.7,18694
2022-02-27,7,5,-,jeen-yuhs: A Kanye Trilogy,TV Show,Yes,"Feb 16, 2022",7,44,tt14599438,Jeen-yuhs: A Kanye Trilogy,"Documentary,Music",8.0,12166
2022-02-27,8,7,10,Despicable Me 2,Movie,,"Feb 1, 2022",25,83,tt1690953,Despicable Me 2,"Adventure,Animation,Comedy",7.3,452479
2022-02-27,9,9,5,The Cuphead Show,TV Show,Yes,"Feb 18, 2022",9,38,,,,,
2022-02-27,10,8,7,Ozark,TV Show,Yes,"Jul 21, 2017",87,528,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-02-28,1,2,-,Vikings: Valhalla,TV Show,Yes,"Feb 25, 2022",3,26,tt11311302,Vikings: Valhalla,"Action,Adventure,Drama",7.4,69319
2022-02-28,2,1,-,Tyler Perryâs A Madea Homec…,Movie,Yes,"Feb 25, 2022",3,29,,,,,
2022-02-28,3,3,1,Inventing Anna,TV Show,Yes,"Feb 11, 2022",17,164,tt8740976,Inventing Anna,Drama,6.9,88880
2022-02-28,4,4,2,Love is Blind,TV Show,Yes,"Feb 13, 2020",35,239,tt11704040,Love Is Blind,"Reality-TV,Romance",6.2,13125
2022-02-28,5,6,-,Restless,Movie,Yes,"Feb 25, 2022",2,11,tt1498569,Restless,"Drama,Romance",6.7,18694
2022-02-28,6,5,4,Sweet Magnolias,TV Show,Yes,"May 19, 2020",43,337,tt9077540,Sweet Magnolias,"Drama,Romance",7.3,27514
2022-02-28,7,10,7,Ozark,TV Show,Yes,"Jul 21, 2017",88,532,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-02-28,8,7,-,jeen-yuhs: A Kanye Trilogy,TV Show,Yes,"Feb 16, 2022",8,47,tt14599438,Jeen-yuhs: A Kanye Trilogy,"Documentary,Music",8.0,12166
2022-02-28,9,8,-,Despicable Me 2,Movie,,"Feb 1, 2022",26,85,tt1690953,Despicable Me 2,"Adventure,Animation,Comedy",7.3,452479
2022-02-28,10,9,6,The Cuphead Show,TV Show,Yes,"Feb 18, 2022",10,39,,,,,
2022-03-01,1,1,-,Vikings: Valhalla,TV Show,Yes,"Feb 25, 2022",4,36,tt11311302,Vikings: Valhalla,"Action,Adventure,Drama",7.4,69319
2022-03-01,2,3,1,Inventing Anna,TV Show,Yes,"Feb 11, 2022",18,173,tt8740976,Inventing Anna,Drama,6.9,88880
2022-03-01,3,2,-,Tyler Perryâs A Madea Homec…,Movie,Yes,"Feb 25, 2022",4,37,,,,,
2022-03-01,4,4,2,Love is Blind,TV Show,Yes,"Feb 13, 2020",36,246,tt11704040,Love Is Blind,"Reality-TV,Romance",6.2,13125
2022-03-01,5,5,-,Restless,Movie,Yes,"Feb 25, 2022",3,17,tt1498569,Restless,"Drama,Romance",6.7,18694
2022-03-01,6,6,3,Sweet Magnolias,TV Show,Yes,"May 19, 2020",44,342,tt9077540,Sweet Magnolias,"Drama,Romance",7.3,27514
2022-03-01,7,7,8,Ozark,TV Show,Yes,"Jul 21, 2017",89,536,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-03-01,8,9,9,Despicable Me 2,Movie,,"Feb 1, 2022",27,88,tt1690953,Despicable Me 2,"Adventure,Animation,Comedy",7.3,452479
2022-03-01,9,-,-,Cocomelon,TV Show,,"Jun 1, 2020",428,1474,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2022-03-01,10,8,-,jeen-yuhs: A Kanye Trilogy,TV Show,Yes,"Feb 16, 2022",9,48,tt14599438,Jeen-yuhs: A Kanye Trilogy,"Documentary,Music",8.0,12166
2022-03-02,1,1,-,Vikings: Valhalla,TV Show,Yes,"Feb 25, 2022",5,46,tt11311302,Vikings: Valhalla,"Action,Adventure,Drama",7.4,69319
2022-03-02,2,-,-,Worst Roommate Ever,TV Show,Yes,"Mar 1, 2022",1,9,tt8323702,Worst Roommate Ever,"Crime,Documentary,Thriller",7.1,12586
2022-03-02,3,2,1,Inventing Anna,TV Show,Yes,"Feb 11, 2022",19,181,tt8740976,Inventing Anna,Drama,6.9,88880
2022-03-02,4,3,-,Tyler Perryâs A Madea Homec…,Movie,Yes,"Feb 25, 2022",5,44,,,,,
2022-03-02,5,4,2,Love is Blind,TV Show,Yes,"Feb 13, 2020",37,252,tt11704040,Love Is Blind,"Reality-TV,Romance",6.2,13125
2022-03-02,6,-,-,Shrek 2,Movie,,"Mar 1, 2022",1,5,tt0298148,Shrek 2,"Adventure,Animation,Comedy",7.4,544185
2022-03-02,7,-,-,Battleship,Movie,,"Mar 1, 2022",1,4,tt1440129,Battleship,"Action,Adventure,Sci-Fi",5.8,266988
2022-03-02,8,-,-,Just Like Heaven,Movie,,"Mar 1, 2022",1,3,tt0425123,Just Like Heaven,"Comedy,Drama,Fantasy",6.7,124394
2022-03-02,9,6,3,Sweet Magnolias,TV Show,Yes,"May 19, 2020",45,344,tt9077540,Sweet Magnolias,"Drama,Romance",7.3,27514
2022-03-02,10,5,-,Restless,Movie,Yes,"Feb 25, 2022",4,18,tt1498569,Restless,"Drama,Romance",6.7,18694
2022-03-03,1,2,-,Worst Roommate Ever,TV Show,Yes,"Mar 1, 2022",2,19,tt8323702,Worst Roommate Ever,"Crime,Documentary,Thriller",7.1,12586
2022-03-03,2,1,-,Vikings: Valhalla,TV Show,Yes,"Feb 25, 2022",6,55,tt11311302,Vikings: Valhalla,"Action,Adventure,Drama",7.4,69319
2022-03-03,3,3,1,Inventing Anna,TV Show,Yes,"Feb 11, 2022",20,189,tt8740976,Inventing Anna,Drama,6.9,88880
2022-03-03,4,4,-,Tyler Perryâs A Madea Homec…,Movie,Yes,"Feb 25, 2022",6,51,,,,,
2022-03-03,5,5,2,Love is Blind,TV Show,Yes,"Feb 13, 2020",38,258,tt11704040,Love Is Blind,"Reality-TV,Romance",6.2,13125
2022-03-03,6,-,3,jeen-yuhs: A Kanye Trilogy,TV Show,Yes,"Feb 16, 2022",10,53,tt14599438,Jeen-yuhs: A Kanye Trilogy,"Documentary,Music",8.0,12166
2022-03-03,7,6,-,Shrek 2,Movie,,"Mar 1, 2022",2,9,tt0298148,Shrek 2,"Adventure,Animation,Comedy",7.4,544185
2022-03-03,8,8,-,Just Like Heaven,Movie,,"Mar 1, 2022",2,6,tt0425123,Just Like Heaven,"Comedy,Drama,Fantasy",6.7,124394
2022-03-03,9,-,-,Against the Ice,Movie,Yes,"Mar 2, 2022",1,2,tt13873302,Against the Ice,"Adventure,Drama,History",6.5,30833
2022-03-03,10,7,-,Battleship,Movie,,"Mar 1, 2022",2,5,tt1440129,Battleship,"Action,Adventure,Sci-Fi",5.8,266988
2022-03-04,1,1,-,Worst Roommate Ever,TV Show,Yes,"Mar 1, 2022",3,29,tt8323702,Worst Roommate Ever,"Crime,Documentary,Thriller",7.1,12586
2022-03-04,2,2,-,Vikings: Valhalla,TV Show,Yes,"Feb 25, 2022",7,64,tt11311302,Vikings: Valhalla,"Action,Adventure,Drama",7.4,69319
2022-03-04,3,3,1,Inventing Anna,TV Show,Yes,"Feb 11, 2022",21,197,tt8740976,Inventing Anna,Drama,6.9,88880
2022-03-04,4,-,-,The Weekend Away,Movie,Yes,"Mar 3, 2022",1,7,tt14817272,The Weekend Away,"Crime,Drama,Mystery",5.7,35012
2022-03-04,5,4,-,Tyler Perryâs A Madea Homec…,Movie,Yes,"Feb 25, 2022",7,57,,,,,
2022-03-04,6,5,2,Love is Blind,TV Show,Yes,"Feb 13, 2020",39,263,tt11704040,Love Is Blind,"Reality-TV,Romance",6.2,13125
2022-03-04,7,7,-,Shrek 2,Movie,,"Mar 1, 2022",3,13,tt0298148,Shrek 2,"Adventure,Animation,Comedy",7.4,544185
2022-03-04,8,6,3,jeen-yuhs: A Kanye Trilogy,TV Show,Yes,"Feb 16, 2022",11,56,tt14599438,Jeen-yuhs: A Kanye Trilogy,"Documentary,Music",8.0,12166
2022-03-04,9,9,-,Against the Ice,Movie,Yes,"Mar 2, 2022",2,4,tt13873302,Against the Ice,"Adventure,Drama,History",6.5,30833
2022-03-04,10,10,-,Battleship,Movie,,"Mar 1, 2022",3,6,tt1440129,Battleship,"Action,Adventure,Sci-Fi",5.8,266988
2022-03-05,1,6,2,Love is Blind,TV Show,Yes,"Feb 13, 2020",40,273,tt11704040,Love Is Blind,"Reality-TV,Romance",6.2,13125
2022-03-05,2,-,-,Pieces of Her,TV Show,Yes,"Mar 4, 2022",1,9,tt9170236,Pieces of Her,"Crime,Drama,Mystery",6.3,35113
2022-03-05,3,1,-,Worst Roommate Ever,TV Show,Yes,"Mar 1, 2022",4,37,tt8323702,Worst Roommate Ever,"Crime,Documentary,Thriller",7.1,12586
2022-03-05,4,3,3,Inventing Anna,TV Show,Yes,"Feb 11, 2022",22,204,tt8740976,Inventing Anna,Drama,6.9,88880
2022-03-05,5,2,4,Vikings: Valhalla,TV Show,Yes,"Feb 25, 2022",8,70,tt11311302,Vikings: Valhalla,"Action,Adventure,Drama",7.4,69319
2022-03-05,6,4,-,The Weekend Away,Movie,Yes,"Mar 3, 2022",2,12,tt14817272,The Weekend Away,"Crime,Drama,Mystery",5.7,35012
2022-03-05,7,5,1,Tyler Perryâs A Madea Homec…,Movie,Yes,"Feb 25, 2022",8,61,,,,,
2022-03-05,8,7,-,Shrek 2,Movie,,"Mar 1, 2022",4,16,tt0298148,Shrek 2,"Adventure,Animation,Comedy",7.4,544185
2022-03-05,9,8,5,jeen-yuhs: A Kanye Trilogy,TV Show,Yes,"Feb 16, 2022",12,58,tt14599438,Jeen-yuhs: A Kanye Trilogy,"Documentary,Music",8.0,12166
2022-03-05,10,-,-,Shrek,Movie,,"May 1, 2018",1,1,tt0126029,Shrek,"Adventure,Animation,Comedy",7.9,794030
2022-03-06,1,2,-,Pieces of Her,TV Show,Yes,"Mar 4, 2022",2,19,tt9170236,Pieces of Her,"Crime,Drama,Mystery",6.3,35113
2022-03-06,2,3,-,Worst Roommate Ever,TV Show,Yes,"Mar 1, 2022",5,46,tt8323702,Worst Roommate Ever,"Crime,Documentary,Thriller",7.1,12586
2022-03-06,3,1,4,Love is Blind,TV Show,Yes,"Feb 13, 2020",41,281,tt11704040,Love Is Blind,"Reality-TV,Romance",6.2,13125
2022-03-06,4,4,3,Inventing Anna,TV Show,Yes,"Feb 11, 2022",23,211,tt8740976,Inventing Anna,Drama,6.9,88880
2022-03-06,5,5,2,Vikings: Valhalla,TV Show,Yes,"Feb 25, 2022",9,76,tt11311302,Vikings: Valhalla,"Action,Adventure,Drama",7.4,69319
2022-03-06,6,6,-,The Weekend Away,Movie,Yes,"Mar 3, 2022",3,17,tt14817272,The Weekend Away,"Crime,Drama,Mystery",5.7,35012
2022-03-06,7,7,1,Tyler Perryâs A Madea Homec…,Movie,Yes,"Feb 25, 2022",9,65,,,,,
2022-03-06,8,8,-,Shrek 2,Movie,,"Mar 1, 2022",5,19,tt0298148,Shrek 2,"Adventure,Animation,Comedy",7.4,544185
2022-03-06,9,10,-,Shrek,Movie,,"May 1, 2018",2,3,tt0126029,Shrek,"Adventure,Animation,Comedy",7.9,794030
2022-03-06,10,-,-,Just Like Heaven,Movie,,"Mar 1, 2022",3,7,tt0425123,Just Like Heaven,"Comedy,Drama,Fantasy",6.7,124394
2022-03-07,1,1,-,Pieces of Her,TV Show,Yes,"Mar 4, 2022",3,29,tt9170236,Pieces of Her,"Crime,Drama,Mystery",6.3,35113
2022-03-07,2,2,-,Worst Roommate Ever,TV Show,Yes,"Mar 1, 2022",6,55,tt8323702,Worst Roommate Ever,"Crime,Documentary,Thriller",7.1,12586
2022-03-07,3,4,3,Inventing Anna,TV Show,Yes,"Feb 11, 2022",24,219,tt8740976,Inventing Anna,Drama,6.9,88880
2022-03-07,4,3,4,Love is Blind,TV Show,Yes,"Feb 13, 2020",42,288,tt11704040,Love Is Blind,"Reality-TV,Romance",6.2,13125
2022-03-07,5,5,1,Vikings: Valhalla,TV Show,Yes,"Feb 25, 2022",10,82,tt11311302,Vikings: Valhalla,"Action,Adventure,Drama",7.4,69319
2022-03-07,6,6,-,The Weekend Away,Movie,Yes,"Mar 3, 2022",4,22,tt14817272,The Weekend Away,"Crime,Drama,Mystery",5.7,35012
2022-03-07,7,7,2,Tyler Perryâs A Madea Homec…,Movie,Yes,"Feb 25, 2022",10,69,,,,,
2022-03-07,8,8,-,Shrek 2,Movie,,"Mar 1, 2022",6,22,tt0298148,Shrek 2,"Adventure,Animation,Comedy",7.4,544185
2022-03-07,9,9,-,Shrek,Movie,,"May 1, 2018",3,5,tt0126029,Shrek,"Adventure,Animation,Comedy",7.9,794030
2022-03-07,10,10,-,Just Like Heaven,Movie,,"Mar 1, 2022",4,8,tt0425123,Just Like Heaven,"Comedy,Drama,Fantasy",6.7,124394
2022-03-08,1,1,-,Pieces of Her,TV Show,Yes,"Mar 4, 2022",4,39,tt9170236,Pieces of Her,"Crime,Drama,Mystery",6.3,35113
2022-03-08,2,3,2,Inventing Anna,TV Show,Yes,"Feb 11, 2022",25,228,tt8740976,Inventing Anna,Drama,6.9,88880
2022-03-08,3,2,-,Worst Roommate Ever,TV Show,Yes,"Mar 1, 2022",7,63,tt8323702,Worst Roommate Ever,"Crime,Documentary,Thriller",7.1,12586
2022-03-08,4,4,4,Love is Blind,TV Show,Yes,"Feb 13, 2020",43,295,tt11704040,Love Is Blind,"Reality-TV,Romance",6.2,13125
2022-03-08,5,-,-,Good Girls,TV Show,,"Jan 1, 2019",23,124,tt6474378,Good Girls,"Comedy,Crime,Drama",7.7,66524
2022-03-08,6,5,1,Vikings: Valhalla,TV Show,Yes,"Feb 25, 2022",11,87,tt11311302,Vikings: Valhalla,"Action,Adventure,Drama",7.4,69319
2022-03-08,7,6,-,The Weekend Away,Movie,Yes,"Mar 3, 2022",5,26,tt14817272,The Weekend Away,"Crime,Drama,Mystery",5.7,35012
2022-03-08,8,8,-,Shrek 2,Movie,,"Mar 1, 2022",7,25,tt0298148,Shrek 2,"Adventure,Animation,Comedy",7.4,544185
2022-03-08,9,9,-,Shrek,Movie,,"May 1, 2018",4,7,tt0126029,Shrek,"Adventure,Animation,Comedy",7.9,794030
2022-03-08,10,7,3,Tyler Perryâs A Madea Homec…,Movie,Yes,"Feb 25, 2022",11,70,,,,,
2022-03-09,1,1,-,Pieces of Her,TV Show,Yes,"Mar 4, 2022",5,49,tt9170236,Pieces of Her,"Crime,Drama,Mystery",6.3,35113
